#project_accession: PXD004452
#project_title: HeLa proteome of 12,250 protein-coding genes
#project_description: We developed an optimized multi-shot proteomics workflow based on high-resolution offline high pH reversed-phase peptide separation of high peptide loads collecting many fractions that were in turn analyzed by short online chromatographic separations and fast peptide sequencing using orbitrap tandem mass spectrometry.
#quantms_version: 1.1
#factor_value: organism part
#INFO=<ID=protein, Number=inf, Type=String, Description="Protein Accession">
#INFO=<ID=sample_accession, Number=1, Type=String, Description="Sample Accession in the SDRF">
#INFO=<ID=condition, Number=1, Type=String, Description="Value of the factor value">
#INFO=<ID=ibaq, Number=1, Type=Float, Description="Intensity based absolute quantification">
#INFO=<ID=ribaq, Number=1, Type=Float, Description="relative iBAQ">
protein	sample_accession	condition	ibaq	ribaq
Q9UKA8	PXD004452-Sample-4	prostate	1684398.7222222222	3.8245026843473022
Q9UKB1	PXD004452-Sample-4	prostate	1684109.53125	3.824428114814256
Q6P2C8	PXD004452-Sample-4	prostate	1683018.0885416665	3.824146564712408
Q13049	PXD004452-Sample-4	prostate	1682274.1296296297	3.823954547357256
Q9H4B6	PXD004452-Sample-4	prostate	1681719.7708333333	3.823811410969064
Q49MG5	PXD004452-Sample-4	prostate	1680115.5494791667	3.823396932288008
O14647	PXD004452-Sample-4	prostate	1679952.698559671	3.823354834776561
Q8IZL8	PXD004452-Sample-4	prostate	1679397.9047619046	3.823211388071763
P10915	PXD004452-Sample-4	prostate	1676454.212121212	3.822449477383425
Q96IZ7	PXD004452-Sample-4	prostate	1676308.6538461538	3.8224117680921808
Q9UMX3	PXD004452-Sample-4	prostate	1676103.4423076925	3.822358599068605
O75317	PXD004452-Sample-4	prostate	1675977.5	3.822325964982354
Q96KA5	PXD004452-Sample-4	prostate	1673335.8174603174	3.8216408882044712
Q2UY09	PXD004452-Sample-4	prostate	1673312.9367816094	3.821634949754855
Q70E73	PXD004452-Sample-4	prostate	1673024.505681818	3.821560083404696
O95872	PXD004452-Sample-4	prostate	1671695.5952380951	3.821214979189331
Q9NX01	PXD004452-Sample-4	prostate	1670328.28125	3.8208596155084376
Q5T5U3	PXD004452-Sample-4	prostate	1669257.1985294118	3.820581038820415
P16157	PXD004452-Sample-4	prostate	1666114.9662921347	3.819762746613248
Q86TB9	PXD004452-Sample-4	prostate	1663244.0833333333	3.8190137682557728
Q9UL03	PXD004452-Sample-4	prostate	1663005.3666666665	3.8189514317817297
Q9UGN4	PXD004452-Sample-4	prostate	1661314.225	3.818509564784857
Q8IWW6	PXD004452-Sample-4	prostate	1660716.3555555556	3.81835324388586
P53708	PXD004452-Sample-4	prostate	1659709.5760869563	3.818089880817322
Q9NR99	PXD004452-Sample-4	prostate	1659442.576399027	3.818020009665859
P30154	PXD004452-Sample-4	prostate	1657092.2833333334	3.817404475969804
P02549	PXD004452-Sample-4	prostate	1657085.2468193383	3.8174026318204346
P07101	PXD004452-Sample-4	prostate	1653715.4193548388	3.816518556863501
Q7L592	PXD004452-Sample-4	prostate	1652782.5961538462	3.816273512119709
P22670	PXD004452-Sample-4	prostate	1650595.0246913582	3.815698312755392
O95071	PXD004452-Sample-4	prostate	1647313.42	3.814834017518868
Q8WVM7	PXD004452-Sample-4	prostate	1645993.6106557378	3.814485926107573
Q5JVF3	PXD004452-Sample-4	prostate	1645301.1149425288	3.814303173059608
Q5ZPR3	PXD004452-Sample-4	prostate	1644780.2870370368	3.814165673308308
Q9H9F9	PXD004452-Sample-4	prostate	1640864.22	3.8131304261252152
P0C870	PXD004452-Sample-4	prostate	1638701.3235294118	3.812557585530433
Q9Y2J8	PXD004452-Sample-4	prostate	1636421.011904762	3.811952828324928
O15111	PXD004452-Sample-4	prostate	1636127.625	3.81187495854924
P63261	PXD004452-Sample-4	prostate	1635931.625	3.811822929101084
P05186	PXD004452-Sample-4	prostate	1632334.0833333333	3.810866829894529
A6NGB9	PXD004452-Sample-4	prostate	1629065.4545454546	3.8099963153165017
Q2TAA5	PXD004452-Sample-4	prostate	1628645.0	3.809884211375685
Q9NWW6	PXD004452-Sample-4	prostate	1628589.375	3.809869378159664
Q8NFH4	PXD004452-Sample-4	prostate	1627595.7142857143	3.809604318670316
Q9NYJ8	PXD004452-Sample-4	prostate	1624966.9848484846	3.8089023227100975
Q8NB15	PXD004452-Sample-4	prostate	1624597.9166666667	3.808803673025997
P49754	PXD004452-Sample-4	prostate	1622049.375	3.8081218510043007
Q96NB2	PXD004452-Sample-4	prostate	1621243.3823529412	3.8079059974305
Q9Y244	PXD004452-Sample-4	prostate	1620716.875	3.8077649350966505
Q9NRF9	PXD004452-Sample-4	prostate	1620207.75	3.807628486270774
Q9UKE5	PXD004452-Sample-4	prostate	1619613.5107526882	3.807469172032017
P08069	PXD004452-Sample-4	prostate	1618686.8463541667	3.8072206186543447
Q9BUI4	PXD004452-Sample-4	prostate	1618247.661290323	3.807102769096078
Q9ULW3	PXD004452-Sample-4	prostate	1617103.59375	3.806795623317318
Q5VTL8	PXD004452-Sample-4	prostate	1616979.0	3.806762160734614
Q9BYG0	PXD004452-Sample-4	prostate	1616598.6764705882	3.8066599999533066
Q7L5N7	PXD004452-Sample-4	prostate	1614402.0892857143	3.806069491990268
Q9H6A9	PXD004452-Sample-4	prostate	1612793.96875	3.805636671721439
O60243	PXD004452-Sample-4	prostate	1612405.1315789474	3.805531952705148
Q7Z6E9	PXD004452-Sample-4	prostate	1611162.6807228916	3.805197174838536
Q9UER7	PXD004452-Sample-4	prostate	1608911.375	3.804589903207563
Q9UQ03	PXD004452-Sample-4	prostate	1608290.75	3.804422345183104
P19022	PXD004452-Sample-4	prostate	1607579.4139784947	3.80423021720641
Q8IY33	PXD004452-Sample-4	prostate	1606622.083333333	3.803971513183535
Q30154	PXD004452-Sample-4	prostate	1606311.6666666667	3.803887594711301
Q02985	PXD004452-Sample-4	prostate	1606241.5	3.80386862351016
Q92989	PXD004452-Sample-4	prostate	1605631.6712962964	3.803703707132717
Q86XL3	PXD004452-Sample-4	prostate	1604874.955357143	3.803498980838057
Q4LE39	PXD004452-Sample-4	prostate	1602042.1120689656	3.802731709030094
Q9NTG7	PXD004452-Sample-4	prostate	1599330.6333333333	3.801996036787017
Q9Y375	PXD004452-Sample-4	prostate	1599314.5794117649	3.801991677360393
Q9NSC5	PXD004452-Sample-4	prostate	1598411.5	3.8017463765397865
O96014	PXD004452-Sample-4	prostate	1597371.5541666665	3.801463727345406
Q58WW2	PXD004452-Sample-4	prostate	1596537.0810810812	3.801236790944901
C9JI98	PXD004452-Sample-4	prostate	1593861.7333333334	3.800508424929273
Q9P2N5	PXD004452-Sample-4	prostate	1593476.605263158	3.800403472785039
Q9BWH6	PXD004452-Sample-4	prostate	1592820.030054645	3.800224489453175
Q92733	PXD004452-Sample-4	prostate	1591114.2888888891	3.799759156960412
Q86TP1	PXD004452-Sample-4	prostate	1590489.566666667	3.799588605609811
P54760	PXD004452-Sample-4	prostate	1589595.85	3.799344501332044
Q8IVB4	PXD004452-Sample-4	prostate	1589564.8815789474	3.799336040347833
A4D1E9	PXD004452-Sample-4	prostate	1588517.76	3.799049855757083
Q05639	PXD004452-Sample-4	prostate	1586355.350877193	3.798458258888752
Q9NVU0	PXD004452-Sample-4	prostate	1585394.076923077	3.79819501237691
Q16644	PXD004452-Sample-4	prostate	1582658.1944444445	3.7974449117742672
O75962	PXD004452-Sample-4	prostate	1578506.0122377623	3.796304021431745
O15394	PXD004452-Sample-4	prostate	1577252.222826087	3.7959589291838274
Q99575	PXD004452-Sample-4	prostate	1570269.314465409	3.794031925026277
P17342	PXD004452-Sample-4	prostate	1567386.517857143	3.793233887842717
Q96RL1	PXD004452-Sample-4	prostate	1565505.4864864864	3.792712375041385
P47712	PXD004452-Sample-4	prostate	1565448.3333333333	3.792696519618105
Q9P0L2	PXD004452-Sample-4	prostate	1564984.0909090908	3.79256770806924
Q9NW68	PXD004452-Sample-4	prostate	1562284.607843137	3.791817935022113
P51589	PXD004452-Sample-4	prostate	1561738.046875	3.791665971709972
Q9UKJ3	PXD004452-Sample-4	prostate	1558194.6228070175	3.7906794823562793
Q14693	PXD004452-Sample-4	prostate	1558128.3100775194	3.79066099951408
Q7Z4G4	PXD004452-Sample-4	prostate	1554828.4722222222	3.7897402659422825
Q9UL40	PXD004452-Sample-4	prostate	1553511.4523809522	3.789372240245143
Q92934	PXD004452-Sample-4	prostate	1548276.6666666667	3.787906349848491
O43818	PXD004452-Sample-4	prostate	1546329.2391304348	3.787359748975693
Q8N436	PXD004452-Sample-4	prostate	1544731.1842105263	3.7869106949940328
Q9NXC5	PXD004452-Sample-4	prostate	1544664.6682692308	3.7868919939225942
Q96RL7	PXD004452-Sample-4	prostate	1542517.7306338027	3.78628794583091
Q66K79	PXD004452-Sample-4	prostate	1540919.3333333333	3.785837685180045
Q92574	PXD004452-Sample-4	prostate	1540832.6023391814	3.7858132401286806
P23109	PXD004452-Sample-4	prostate	1540579.0151515151	3.785741758917986
Q8WXE1	PXD004452-Sample-4	prostate	1538202.25	3.785071223335079
P78332	PXD004452-Sample-4	prostate	1536286.271794872	3.784529930782673
Q99759	PXD004452-Sample-4	prostate	1532715.3472222222	3.7835192871079055
Q5U5R9	PXD004452-Sample-4	prostate	1531095.810810811	3.7830601492851432
Q9UHQ7	PXD004452-Sample-4	prostate	1529253.2222222222	3.782537185306525
P49662	PXD004452-Sample-4	prostate	1528540.108695652	3.7823346200958263
Q5VT66	PXD004452-Sample-4	prostate	1523352.0833333333	3.7808580718985656
Q96G46	PXD004452-Sample-4	prostate	1521756.3636363635	3.780402907601752
Q96JG6	PXD004452-Sample-4	prostate	1518001.4666666666	3.779329972220369
O95428	PXD004452-Sample-4	prostate	1517681.1958333333	3.7792383342781912
Q9Y5T5	PXD004452-Sample-4	prostate	1511850.892857143	3.777566741793123
Q9Y4A5	PXD004452-Sample-4	prostate	1511681.186544343	3.777517989199577
Q86UA1	PXD004452-Sample-4	prostate	1510004.0416666667	3.7770358907773303
Q9UIY3	PXD004452-Sample-4	prostate	1509987.3076923075	3.7770310778677
Q6KC79	PXD004452-Sample-4	prostate	1509886.3395522388	3.777002036979757
Q14676	PXD004452-Sample-4	prostate	1509588.8846153845	3.776916470430262
Q96S52	PXD004452-Sample-4	prostate	1508668.4782608696	3.776651597448798
Q8WZ42	PXD004452-Sample-4	prostate	1506564.6641343087	3.776045558067276
Q8IYB7	PXD004452-Sample-4	prostate	1502994.5555555555	3.7750151884552174
Q2PZI1	PXD004452-Sample-4	prostate	1502755.462962963	3.774946096486021
Q92889	PXD004452-Sample-4	prostate	1501257.1875	3.7745128807205743
Q99418	PXD004452-Sample-4	prostate	1494748.8214285714	3.772626000715084
Q86VW0	PXD004452-Sample-4	prostate	1490980.606060606	3.771529775454508
Q96MK3	PXD004452-Sample-4	prostate	1489647.4038461538	3.771141265112602
P21860	PXD004452-Sample-4	prostate	1487862.990740741	3.7706207222729846
Q7L1T6	PXD004452-Sample-4	prostate	1485929.0151515151	3.7700558441353857
Q9NQS1	PXD004452-Sample-4	prostate	1484736.0	3.769707019934513
Q8WVB3	PXD004452-Sample-4	prostate	1482679.9659090908	3.769105200429979
Q8NI37	PXD004452-Sample-4	prostate	1480705.2083333333	3.768526385058524
Q86U06	PXD004452-Sample-4	prostate	1475189.4444444445	3.7669055772272655
Q969S2	PXD004452-Sample-4	prostate	1474560.6759259258	3.766720428864876
O43824	PXD004452-Sample-4	prostate	1471152.4107142857	3.765715448820141
Q14493	PXD004452-Sample-4	prostate	1471010.931818182	3.76567368125201
Q15742	PXD004452-Sample-4	prostate	1469942.9545454546	3.7653582620549377
P35354	PXD004452-Sample-4	prostate	1468443.448275862	3.764915006971557
O00469	PXD004452-Sample-4	prostate	1467022.6351351351	3.7644945958085687
Q96MY1	PXD004452-Sample-4	prostate	1466984.1666666667	3.764483207529868
Q8IW35	PXD004452-Sample-4	prostate	1466620.9615384615	3.764375668868807
Q9BV35	PXD004452-Sample-4	prostate	1464001.9285714286	3.763599429884152
Q96JA1	PXD004452-Sample-4	prostate	1463239.2257575756	3.763373116018351
Q8IXQ4	PXD004452-Sample-4	prostate	1462627.1875	3.763191422937183
Q9NRG4	PXD004452-Sample-4	prostate	1462373.3333333333	3.763116040069192
P05062	PXD004452-Sample-4	prostate	1461632.638888889	3.762896013489264
O95249	PXD004452-Sample-4	prostate	1457213.6875	3.761581022937783
Q6ULP2	PXD004452-Sample-4	prostate	1455955.8782051282	3.761205995217855
Q8IWP9	PXD004452-Sample-4	prostate	1455048.125	3.760935138688451
Q96EN8	PXD004452-Sample-4	prostate	1454842.8409090908	3.760873862338857
P54198	PXD004452-Sample-4	prostate	1451672.0625	3.759926299943033
Q6Y288	PXD004452-Sample-4	prostate	1451314.9411764706	3.759819447366177
Q13823	PXD004452-Sample-4	prostate	1451241.888888889	3.7597975864985
O43439	PXD004452-Sample-4	prostate	1445954.609375	3.7582124410879327
Q9Y484	PXD004452-Sample-4	prostate	1443592.0588235294	3.757502265400064
Q96RT7	PXD004452-Sample-4	prostate	1443481.948051948	3.7574691380881866
P42858	PXD004452-Sample-4	prostate	1443305.2699530516	3.757415978421245
Q5R372	PXD004452-Sample-4	prostate	1442529.1274509805	3.757182372214146
Q00266	PXD004452-Sample-4	prostate	1441963.3823529412	3.757012012973096
Q9UBB6	PXD004452-Sample-4	prostate	1439630.8020833333	3.756308911220308
P51790	PXD004452-Sample-4	prostate	1439510.5303030305	3.7562726272283022
O15162	PXD004452-Sample-4	prostate	1434683.8148148148	3.7548139799546014
Q92871	PXD004452-Sample-4	prostate	1433532.7857142857	3.754465411012066
P23378	PXD004452-Sample-4	prostate	1429124.4642857143	3.753127834755424
Q96ST2	PXD004452-Sample-4	prostate	1428202.7954545454	3.752847659847186
Q9NNX1	PXD004452-Sample-4	prostate	1427985.3375	3.7527815291964783
Q53GT1	PXD004452-Sample-4	prostate	1427372.390625	3.7525950730848825
Q13099	PXD004452-Sample-4	prostate	1426334.142857143	3.752279059303484
O94964	PXD004452-Sample-4	prostate	1423505.0335365853	3.751416788210844
Q86U38	PXD004452-Sample-4	prostate	1423454.3103448276	3.751401312891652
Q9Y2E4	PXD004452-Sample-4	prostate	1423091.2149758453	3.751290518727563
Q9Y3Q0	PXD004452-Sample-4	prostate	1421974.876068376	3.750949704253091
Q9Y613	PXD004452-Sample-4	prostate	1421293.1637931035	3.750741448203419
Q12788	PXD004452-Sample-4	prostate	1419769.318181818	3.750275567704193
Q96BQ5	PXD004452-Sample-4	prostate	1417746.3392857143	3.7496563156354856
P78563	PXD004452-Sample-4	prostate	1417416.6379310344	3.749555307347207
Q9NX07	PXD004452-Sample-4	prostate	1417044.525	3.74944127749516
Q9UBD5	PXD004452-Sample-4	prostate	1416339.1025641025	3.74922502645547
P11137	PXD004452-Sample-4	prostate	1415117.2688172045	3.748850211789504
Q03188	PXD004452-Sample-4	prostate	1411258.621527778	3.747664389144842
Q9BSF0	PXD004452-Sample-4	prostate	1408719.6666666667	3.746882358738053
Q5VYS8	PXD004452-Sample-4	prostate	1408273.097916667	3.746744664138352
Q96T76	PXD004452-Sample-4	prostate	1407237.4477124182	3.746425164579119
P22897	PXD004452-Sample-4	prostate	1403851.6255707762	3.74537899027048
O60318	PXD004452-Sample-4	prostate	1393420.2602739723	3.742139901921496
Q9P2N6	PXD004452-Sample-4	prostate	1391268.5	3.741468733342308
O96005	PXD004452-Sample-4	prostate	1390620.3866666665	3.741266372959939
Q6UWJ1	PXD004452-Sample-4	prostate	1388021.8	3.7404540681698464
Q96HR3	PXD004452-Sample-4	prostate	1386786.975	3.7400675350697288
Q9NPB8	PXD004452-Sample-4	prostate	1383425.990740741	3.73901371166206
A3KN83	PXD004452-Sample-4	prostate	1382380.6171875	3.738685416844904
Q8NDT2	PXD004452-Sample-4	prostate	1379184.5326086956	3.737680158999648
O14530	PXD004452-Sample-4	prostate	1372115.7820512818	3.735448540663007
Q7L804	PXD004452-Sample-4	prostate	1371910.2222222222	3.73538347313122
Q96LR5	PXD004452-Sample-4	prostate	1370849.5833333333	3.73504758543244
Q5T2D3	PXD004452-Sample-4	prostate	1370534.625	3.73494779302364
Q6N063	PXD004452-Sample-4	prostate	1369586.8333333333	3.7346473532705113
Q9BTL3	PXD004452-Sample-4	prostate	1366499.9375	3.7336673972181433
P29083	PXD004452-Sample-4	prostate	1364785.15	3.733122069416117
O60244	PXD004452-Sample-4	prostate	1364061.6769230769	3.732891788720715
O60496	PXD004452-Sample-4	prostate	1363574.3333333333	3.732736598927596
P20908	PXD004452-Sample-4	prostate	1362869.6705882354	3.732512107870253
Q96NB3	PXD004452-Sample-4	prostate	1362747.205882353	3.732473081295031
B2RTY4	PXD004452-Sample-4	prostate	1362003.8797619047	3.7322361257492016
P23511	PXD004452-Sample-4	prostate	1361634.75	3.732118407474881
Q8N884	PXD004452-Sample-4	prostate	1361288.7327586208	3.732008030976728
Q96S15	PXD004452-Sample-4	prostate	1360418.0945945946	3.731730180798694
O75886	PXD004452-Sample-4	prostate	1360314.5	3.7316971084115744
Q13416	PXD004452-Sample-4	prostate	1360188.725	3.731656951584706
Q96PZ2	PXD004452-Sample-4	prostate	1359845.75	3.7315474293326254
Q8N9B5	PXD004452-Sample-4	prostate	1357638.779069767	3.7308420155595607
Q9UBU6	PXD004452-Sample-4	prostate	1356755.105263158	3.7305592454916017
Q71F56	PXD004452-Sample-4	prostate	1356231.8209876544	3.730391710975355
Q9Y2I7	PXD004452-Sample-4	prostate	1354916.8160130722	3.7299704139345895
O15235	PXD004452-Sample-4	prostate	1354029.5238095238	3.729685915038504
Q15054	PXD004452-Sample-4	prostate	1353826.3	3.7296207276836553
Q14168	PXD004452-Sample-4	prostate	1351910.5	3.7290057221831407
Q8TE73	PXD004452-Sample-4	prostate	1351466.4993084369	3.728863065755946
Q9Y2G3	PXD004452-Sample-4	prostate	1349538.5098039217	3.7282430629478345
P61225	PXD004452-Sample-4	prostate	1347747.1590909092	3.727666206107518
Q15022	PXD004452-Sample-4	prostate	1347230.6868686867	3.727499747567423
Q9BPX6	PXD004452-Sample-4	prostate	1347158.8796296297	3.727476599105093
Q9H1H9	PXD004452-Sample-4	prostate	1346985.6084337349	3.727420736678496
P58215	PXD004452-Sample-4	prostate	1346077.680952381	3.727127904414498
Q5TGI0	PXD004452-Sample-4	prostate	1345101.25	3.7268127573328167
Q9NQ29	PXD004452-Sample-4	prostate	1342907.606481481	3.726103914812039
O00257	PXD004452-Sample-4	prostate	1340607.74	3.7253595035174447
Q14119	PXD004452-Sample-4	prostate	1338355.3125	3.724629208216261
Q86VV4	PXD004452-Sample-4	prostate	1337131.0674603174	3.7242317605549142
Q9Y5W9	PXD004452-Sample-4	prostate	1334333.4615384615	3.7233221581661446
Q5VTB9	PXD004452-Sample-4	prostate	1333956.7391304348	3.723199526479335
O75954	PXD004452-Sample-4	prostate	1331005.5555555555	3.7222376492564297
O43164	PXD004452-Sample-4	prostate	1330509.81	3.722075862054687
Q9UG01	PXD004452-Sample-4	prostate	1330497.014423077	3.7220716854036535
P57678	PXD004452-Sample-4	prostate	1327905.18	3.721224846090202
Q92558	PXD004452-Sample-4	prostate	1326268.75	3.720689317803198
Q96JC9	PXD004452-Sample-4	prostate	1325646.8636363635	3.7204856297071967
P08243	PXD004452-Sample-4	prostate	1321147.0	3.719008923979324
Q6IQ26	PXD004452-Sample-4	prostate	1319180.338709677	3.718361950938069
P17676	PXD004452-Sample-4	prostate	1318359.1590909092	3.718091521783242
Q5JS54	PXD004452-Sample-4	prostate	1317322.761904762	3.7177499770781575
Q9HAV4	PXD004452-Sample-4	prostate	1316744.712643678	3.7175593641870206
Q9Y4E1	PXD004452-Sample-4	prostate	1314037.7666666666	3.7166656284830912
Q9P287	PXD004452-Sample-4	prostate	1311135.1315789474	3.7157052354239246
Q9H7H0	PXD004452-Sample-4	prostate	1310937.2826086956	3.715639695879152
Q8WVX9	PXD004452-Sample-4	prostate	1308038.8456790124	3.714678422757931
Q9NW13	PXD004452-Sample-4	prostate	1307975.55	3.714657406845959
Q15291	PXD004452-Sample-4	prostate	1307823.67	3.714606974346796
P56945	PXD004452-Sample-4	prostate	1306523.761904762	3.7141750937540503
P54274	PXD004452-Sample-4	prostate	1305701.5378787878	3.713901696685895
Q9H3D4	PXD004452-Sample-4	prostate	1301520.2931034483	3.712508725003464
Q9NZ52	PXD004452-Sample-4	prostate	1300886.108695652	3.7122970572223855
Q53GL0	PXD004452-Sample-4	prostate	1300764.9210526317	3.712256597434293
Q15025	PXD004452-Sample-4	prostate	1299622.8846153845	3.711875131136354
Q7LG56	PXD004452-Sample-4	prostate	1299050.6578947369	3.711683868242323
Q9NQG6	PXD004452-Sample-4	prostate	1298576.5277777778	3.711525329636843
Q9Y5B6	PXD004452-Sample-4	prostate	1298499.015873016	3.711499405868386
Q02297	PXD004452-Sample-4	prostate	1298072.1551724137	3.711356615059838
P14373	PXD004452-Sample-4	prostate	1297082.2826086956	3.711025308215976
P08631	PXD004452-Sample-4	prostate	1295800.2884615385	3.71059585334168
Q9H0M0	PXD004452-Sample-4	prostate	1293872.1576086956	3.7099491485850367
Q7Z7A4	PXD004452-Sample-4	prostate	1291998.8804347827	3.709319918379777
Q86W42	PXD004452-Sample-4	prostate	1288120.6578947369	3.708014326222368
Q9NPL8	PXD004452-Sample-4	prostate	1288040.4791666667	3.707987292836391
O43861	PXD004452-Sample-4	prostate	1286355.9386792453	3.707418936900552
Q8TBZ3	PXD004452-Sample-4	prostate	1283361.9492753623	3.70640693969149
Q5T1C6	PXD004452-Sample-4	prostate	1282116.3461538462	3.705985218248133
O95819	PXD004452-Sample-4	prostate	1282107.4675925926	3.705982210780424
Q8NHU6	PXD004452-Sample-4	prostate	1281056.4086021504	3.7056260344551193
P11277	PXD004452-Sample-4	prostate	1278767.3595800523	3.704849323467092
P52789	PXD004452-Sample-4	prostate	1277771.3923611112	3.704510941669517
Q8TER5	PXD004452-Sample-4	prostate	1277399.9886363635	3.704384689011436
Q8IUF8	PXD004452-Sample-4	prostate	1277284.8125	3.7043455292994576
Q9UHC7	PXD004452-Sample-4	prostate	1276337.894736842	3.704023444774568
Q13470	PXD004452-Sample-4	prostate	1274926.9655172413	3.703543087876745
Q12774	PXD004452-Sample-4	prostate	1274577.2565789474	3.703423945761341
Q9BYV8	PXD004452-Sample-4	prostate	1274568.0	3.7034207916992905
Q9NUV7	PXD004452-Sample-4	prostate	1271994.3601190478	3.702542966756343
P01130	PXD004452-Sample-4	prostate	1269414.0777777778	3.7016610913750334
Q12756	PXD004452-Sample-4	prostate	1268068.4438202246	3.7012004762163215
Q96BR5	PXD004452-Sample-4	prostate	1267591.8333333333	3.701037213567317
O75616	PXD004452-Sample-4	prostate	1265697.0238095238	3.700387539945151
Q9BWU0	PXD004452-Sample-4	prostate	1265286.264957265	3.7002465747279674
Q9BQ04	PXD004452-Sample-4	prostate	1265271.8421052631	3.70024162422711
P27701	PXD004452-Sample-4	prostate	1262706.0909090908	3.699360056429785
Q14527	PXD004452-Sample-4	prostate	1262344.574404762	3.699235698826845
P29372	PXD004452-Sample-4	prostate	1258823.5333333334	3.698022634376774
Q9NZV5	PXD004452-Sample-4	prostate	1258731.7857142857	3.697990980268206
Q8IVL5	PXD004452-Sample-4	prostate	1257603.0810810812	3.697601373754985
Q14997	PXD004452-Sample-4	prostate	1256029.3529411764	3.697057569874016
Q5SWX8	PXD004452-Sample-4	prostate	1250003.6875	3.694969075227803
Q9H3P2	PXD004452-Sample-4	prostate	1249632.4782608696	3.694840085155104
Q5K651	PXD004452-Sample-4	prostate	1248833.5067567567	3.694562323577125
Q7Z6J0	PXD004452-Sample-4	prostate	1248166.4743589745	3.694330294343094
Q9Y2G8	PXD004452-Sample-4	prostate	1245759.8333333333	3.6934921049879614
P05408	PXD004452-Sample-4	prostate	1244294.4722222222	3.692980952828272
Q9Y4C8	PXD004452-Sample-4	prostate	1243747.7013888888	3.692790072173495
P57740	PXD004452-Sample-4	prostate	1241449.0646258502	3.691986686654556
Q99758	PXD004452-Sample-4	prostate	1240967.105263158	3.6918180507127776
Q12864	PXD004452-Sample-4	prostate	1240350.8333333333	3.691602323820375
P0DTE1	PXD004452-Sample-4	prostate	1239119.4761904762	3.6911709642236863
A6NI79	PXD004452-Sample-4	prostate	1239071.5625	3.691154170803761
Q9H6S1	PXD004452-Sample-4	prostate	1238926.3015873015	3.691103253881024
Q9NVN8	PXD004452-Sample-4	prostate	1238705.859375	3.691025972968916
Q9Y241	PXD004452-Sample-4	prostate	1237323.2666666666	3.690540960543141
Q6R327	PXD004452-Sample-4	prostate	1236377.7790262173	3.690208972095575
Q15653	PXD004452-Sample-4	prostate	1234641.90625	3.68959879476959
Q92608	PXD004452-Sample-4	prostate	1234389.2793560608	3.689509922286293
Q7LGC8	PXD004452-Sample-4	prostate	1233340.2954545454	3.689140701969672
O15164	PXD004452-Sample-4	prostate	1227254.8113207547	3.686992524433059
P48552	PXD004452-Sample-4	prostate	1226960.0431034483	3.686888200876707
Q01484	PXD004452-Sample-4	prostate	1224647.698686371	3.686068951776393
P05412	PXD004452-Sample-4	prostate	1221853.433333333	3.6850768945599857
O60447	PXD004452-Sample-4	prostate	1220605.3162393162	3.684633038209104
Q15596	PXD004452-Sample-4	prostate	1220086.785	3.684448504273665
Q8WXD2	PXD004452-Sample-4	prostate	1219370.4305555555	3.684193440328073
Q12913	PXD004452-Sample-4	prostate	1218593.3020833335	3.683916567777322
Q9H7N4	PXD004452-Sample-4	prostate	1218475.5890151516	3.6838746139891594
Q6NTE8	PXD004452-Sample-4	prostate	1218322.75	3.683820135011621
A7E2V4	PXD004452-Sample-4	prostate	1218053.6091549296	3.683724184003145
Q9ULV3	PXD004452-Sample-4	prostate	1217417.6338383837	3.683497369108348
P43353	PXD004452-Sample-4	prostate	1217366.375	3.683479082943677
Q9P031	PXD004452-Sample-4	prostate	1215891.4444444445	3.682952583634971
Q9NWS6	PXD004452-Sample-4	prostate	1214248.9824561402	3.682365529258216
Q9BSW7	PXD004452-Sample-4	prostate	1212577.9540229884	3.6817674490808407
P54296	PXD004452-Sample-4	prostate	1209814.5730452673	3.680776592630285
Q8NF37	PXD004452-Sample-4	prostate	1206474.4047619049	3.6795758938799175
Q9BRK3	PXD004452-Sample-4	prostate	1206406.0625	3.679551292025299
Q9NQC7	PXD004452-Sample-4	prostate	1205006.7535460992	3.679047262004952
Q4VC31	PXD004452-Sample-4	prostate	1204972.4583333333	3.679034901548407
Q9NUL7	PXD004452-Sample-4	prostate	1204319.3984848484	3.6787994628283593
Q96AY4	PXD004452-Sample-4	prostate	1200850.6778215223	3.677546788597444
Q9Y2K6	PXD004452-Sample-4	prostate	1199534.6097560977	3.6770705640856103
Q13424	PXD004452-Sample-4	prostate	1198047.75	3.6765319089127537
Q9BZ71	PXD004452-Sample-4	prostate	1197437.1666666667	3.6763105149258353
Q86YM7	PXD004452-Sample-4	prostate	1197228.742063492	3.6762349155238896
P16260	PXD004452-Sample-4	prostate	1195717.361111111	3.6756863160430377
Q9NP74	PXD004452-Sample-4	prostate	1192511.6594202898	3.674520414968119
Q8IZV5	PXD004452-Sample-4	prostate	1190449.078125	3.673768604093012
Q9HCR9	PXD004452-Sample-4	prostate	1188980.2906976745	3.673232436586504
Q9NS00	PXD004452-Sample-4	prostate	1188775.0833333335	3.6731574747740536
Q4G0X4	PXD004452-Sample-4	prostate	1187970.0208333333	3.67286326214343
Q96DX4	PXD004452-Sample-4	prostate	1184596.0416666667	3.6716280581631775
Q9Y5X2	PXD004452-Sample-4	prostate	1183447.9347826086	3.671206937163391
P52179	PXD004452-Sample-4	prostate	1181263.0391156464	3.670404396462061
Q86WT1	PXD004452-Sample-4	prostate	1180707.2857142857	3.6702000241738686
